date,demand,season_sin,season_cos,temp_avg,precip_avg,possible_working_days,avg_weight,ap_price_weight,crude_price_weight
201608,155746.0,-0.8660254037844384,-0.5000000000000004,26.344516129032257,5.188296296296296,23.0,0.0765,154216.44827586206,154094.55172413794
201609,158986.0,-1.0,-1.8369701987210297e-16,21.163666666666664,9.186576923076924,19.0,0.0937,154216.44827586206,154094.55172413794
201610,184584.0,-0.8660254037844386,0.5000000000000001,15.380999999999998,5.69637037037037,20.0,0.0981,142183.76666666666,154094.55172413794
201611,220309.0,-0.5000000000000004,0.8660254037844384,7.263133333333333,1.58964,22.0,0.112,154216.44827586206,154094.55172413794
201612,219572.0,-2.4492935982947064e-16,1.0,2.3296129032258066,3.003375,22.0,0.1085,142183.76666666666,133424.93333333332
201701,54598.0,0.49999999999999994,0.8660254037844387,-0.5669032258064516,0.932875,18.0,0.034,131693.46666666667,133424.93333333332
201702,56496.0,0.8660254037844386,0.5000000000000001,1.0550357142857143,1.5279545454545456,19.0,0.0359,142183.76666666666,133424.93333333332
201703,132205.0,1.0,6.123233995736766e-17,5.873064516129032,1.5049090909090908,23.0,0.0679,142183.76666666666,133424.93333333332
201704,187239.0,0.8660254037844387,-0.49999999999999983,13.568999999999999,3.62,20.0,0.0913,142183.76666666666,133424.93333333332
201705,209999.0,0.49999999999999994,-0.8660254037844387,18.478677419354838,2.6115625000000002,23.0,0.1065,142183.76666666666,133424.93333333332
201706,221887.0,1.2246467991473532e-16,-1.0,21.6061,3.27044,22.0,0.1117,142183.76666666666,154094.55172413794
201707,133520.0,-0.4999999999999998,-0.8660254037844388,26.00474193548387,12.847000000000001,19.0,0.0767,142183.76666666666,154094.55172413794
201708,150796.0,-0.8660254037844384,-0.5000000000000004,24.84793548387097,9.80706896551724,22.0,0.0765,142183.76666666666,154094.55172413794
201709,193464.0,-1.0,-1.8369701987210297e-16,20.094800000000003,6.594235294117647,20.0,0.0937,131693.46666666667,133424.93333333332
201710,138475.0,-0.8660254037844386,0.5000000000000001,14.912806451612903,3.7315199999999997,22.0,0.0981,131693.46666666667,133424.93333333332
201711,221593.0,-0.5000000000000004,0.8660254037844384,6.3045,1.4410909090909092,22.0,0.112,131693.46666666667,143202.33333333334
201712,179677.0,-2.4492935982947064e-16,1.0,-1.0334516129032258,1.012,16.0,0.1085,131693.46666666667,143202.33333333334
201801,42606.0,0.49999999999999994,0.8660254037844387,-2.8296774193548386,1.1096666666666668,12.0,0.034,133655.41379310345,141076.24137931035
201802,43148.0,0.8660254037844386,0.5000000000000001,-0.702392857142857,1.978263157894737,16.0,0.0359,131693.46666666667,143202.33333333334
201803,120281.0,1.0,6.123233995736766e-17,7.832064516129033,6.4584705882352935,22.0,0.0679,131693.46666666667,143202.33333333334
201804,199054.0,0.8660254037844387,-0.49999999999999983,13.046666666666665,6.7153809523809525,20.0,0.0913,133655.41379310345,141076.24137931035
