date,ta_avg_mean,rn_day_mean,n_stations_ta,n_stations_rn
2014-02-22,1.351,0.333,57,3
2014-02-23,2.421,,57,0
2014-02-24,3.798,,57,0
2014-02-25,5.279,,57,0
2014-02-26,5.749,7.618,57,28
2014-02-27,8.288,0.81,57,10
2014-02-28,6.758,0.167,57,12
2014-03-01,6.475,2.194,57,35
2014-03-02,4.621,1.938,57,16
2014-03-03,3.814,,57,0
2014-03-04,4.718,0.555,57,11
2014-03-05,2.681,2.614,57,14
2014-03-06,0.86,0.033,57,6
2014-03-07,0.775,0.1,57,1
2014-03-08,2.047,0.0,57,2
2014-03-09,1.989,1.665,57,46
2014-03-10,1.495,,57,0
2014-03-11,4.658,,57,0
2014-03-12,5.351,23.407,57,56
2014-03-13,3.733,12.294,57,47
2014-03-14,2.853,0.805,57,21
2014-03-15,6.505,,57,0
2014-03-16,10.318,,57,0
2014-03-17,12.191,1.317,57,46
2014-03-18,12.402,1.18,57,44
2014-03-19,8.681,0.557,57,14
2014-03-20,5.988,3.034,57,53
2014-03-21,4.533,0.14,57,5
2014-03-22,7.258,,57,0
2014-03-23,9.812,,57,0
2014-03-24,10.851,0.0,57,4
2014-03-25,14.042,10.135,57,46
2014-03-26,13.649,10.545,57,47
2014-03-27,12.453,,57,0
2014-03-28,15.532,,57,0
2014-03-29,13.884,10.944,57,57
2014-03-30,12.465,4.566,57,53
2014-03-31,11.774,,57,0
2014-04-01,13.005,,57,0
2014-04-02,14.074,,57,0
2014-04-03,10.372,5.884,57,50
2014-04-04,6.582,2.37,57,23
2014-04-05,5.686,0.897,57,35
2014-04-06,7.472,1.25,57,2
2014-04-07,11.107,,57,0
2014-04-08,11.954,,57,0
2014-04-09,12.675,,57,0
2014-04-10,12.509,,57,0
2014-04-11,12.182,0.165,57,20
2014-04-12,13.244,0.204,57,28
2014-04-13,13.235,3.469,57,42
2014-04-14,13.498,,57,0
2014-04-15,15.693,,57,0
2014-04-16,16.079,0.0,57,1
2014-04-17,13.14,12.844,57,57
2014-04-18,13.311,0.905,57,39
2014-04-19,12.088,0.043,57,7
2014-04-20,13.363,0.22,57,5
2014-04-21,14.649,,57,0
2014-04-22,14.411,0.0,57,1
2014-04-23,15.075,,57,0
2014-04-24,16.379,,57,0
2014-04-25,16.886,,57,0
2014-04-26,16.918,0.1,57,4
2014-04-27,15.298,10.204,57,57
2014-04-28,13.377,27.804,57,57
2014-04-29,14.061,22.154,57,57
2014-04-30,14.423,1.783,57,29
2014-05-01,16.225,0.4,57,3
2014-05-02,17.067,0.662,57,16
2014-05-03,14.172,0.0,57,1
2014-05-04,12.933,1.653,57,51
2014-05-05,11.188,0.195,57,19
2014-05-06,12.407,0.1,57,3
2014-05-07,15.053,0.9,57,19
2014-05-08,15.075,3.246,57,56
2014-05-09,15.123,,57,0
2014-05-10,16.918,,57,0
2014-05-11,17.054,15.216,57,57
2014-05-12,17.696,18.774,57,57
2014-05-13,19.823,,57,0
2014-05-14,18.547,1.917,57,18
2014-05-15,18.411,0.176,57,17
2014-05-16,18.689,,57,0
2014-05-17,18.53,,57,0
2014-05-18,18.442,,57,0
2014-05-19,19.293,,57,0
2014-05-20,18.249,5.029,57,24
2014-05-21,18.137,1.96,57,10
2014-05-22,19.186,0.2,57,4
2014-05-23,19.318,0.75,57,2
2014-05-24,21.844,0.0,57,2
2014-05-25,20.416,7.545,57,56
2014-05-26,20.237,3.33,57,57
2014-05-27,21.877,,57,0
2014-05-28,21.507,2.919,57,26
2014-05-29,22.623,,57,0
2014-05-30,23.454,,57,0
2014-05-31,24.298,,57,0
2014-06-01,23.858,,57,0
2014-06-02,20.856,4.067,57,55
2014-06-03,18.909,15.807,57,57
2014-06-04,20.877,2.618,57,45
2014-06-05,20.411,5.117,57,18
2014-06-06,21.295,0.14,57,5
2014-06-07,20.847,1.812,57,8
2014-06-08,20.444,2.091,57,23
2014-06-09,20.839,3.333,57,18
2014-06-10,20.804,5.839,57,46
2014-06-11,20.077,6.908,57,52
2014-06-12,16.991,10.262,57,42
2014-06-13,19.968,2.0,57,33
2014-06-14,21.819,0.1,57,2
2014-06-15,22.363,,57,0
2014-06-16,23.089,0.15,57,2
2014-06-17,21.853,2.2,57,26
2014-06-18,22.263,1.026,57,19
2014-06-19,22.33,1.323,57,13
2014-06-20,21.926,2.524,57,34
2014-06-21,21.082,3.748,57,40
2014-06-22,21.614,9.729,57,42
2014-06-23,20.804,12.989,57,55
2014-06-24,21.437,4.305,57,41
2014-06-25,22.54,10.167,57,3
2014-06-26,23.588,0.133,57,3
2014-06-27,23.837,0.3,57,1
2014-06-28,23.668,1.742,57,24
2014-06-29,23.061,0.113,57,15
2014-06-30,23.437,5.32,57,20
2014-07-01,24.414,8.09,57,10
2014-07-02,23.061,8.782,57,51
2014-07-03,21.202,26.598,57,57
2014-07-04,23.551,1.757,57,30
2014-07-05,23.105,4.6,57,7
2014-07-06,21.337,7.935,57,43
2014-07-07,23.284,1.615,57,26
2014-07-08,24.895,5.227,57,49
2014-07-09,25.902,6.216,57,57
2014-07-10,26.788,0.727,57,11
2014-07-11,26.281,0.0,57,2
2014-07-12,24.367,1.638,57,26
2014-07-13,23.828,8.923,57,47
2014-07-14,25.419,0.0,57,1
2014-07-15,24.319,3.552,57,29
2014-07-16,25.179,3.997,57,31
2014-07-17,24.196,9.387,57,45
2014-07-18,24.304,22.92,57,54
2014-07-19,25.802,7.09,57,39
2014-07-20,26.493,1.545,57,11
2014-07-21,26.621,,57,0
2014-07-22,26.381,5.965,57,20
2014-07-23,25.753,15.792,57,39
2014-07-24,26.068,13.188,57,51
2014-07-25,27.702,11.134,57,50
2014-07-26,25.239,2.089,57,54
2014-07-27,23.56,1.233,57,6
2014-07-28,23.525,3.879,57,24
2014-07-29,24.188,3.53,57,47
2014-07-30,27.233,0.033,57,6
2014-07-31,27.335,9.385,57,48
2014-08-01,27.47,1.7,57,26
2014-08-02,27.007,28.787,57,54
2014-08-03,25.105,34.788,57,57
2014-08-04,24.819,9.353,57,57
2014-08-05,26.742,2.095,57,38
2014-08-06,25.705,11.933,57,30
2014-08-07,22.554,22.161,57,54
2014-08-08,23.196,5.572,57,39
2014-08-09,24.084,8.14,57,15
2014-08-10,23.125,25.194,57,54
2014-08-11,23.13,0.974,57,23
2014-08-12,24.335,,57,0
2014-08-13,22.756,3.055,57,53
2014-08-14,20.623,18.895,57,55
2014-08-15,23.189,4.826,57,43
2014-08-16,24.205,3.394,57,17
2014-08-17,22.486,18.856,57,57
2014-08-18,21.316,60.684,57,57
2014-08-19,22.726,13.64,57,57
2014-08-20,23.261,16.45,57,52
2014-08-21,23.484,36.998,57,57
2014-08-22,24.149,3.275,57,16
2014-08-23,24.225,0.475,57,4
2014-08-24,23.982,3.32,57,55
2014-08-25,22.984,43.271,57,55
2014-08-26,23.821,7.471,57,42
2014-08-27,22.274,7.686,57,21
2014-08-28,21.909,1.009,57,11
2014-08-29,21.898,6.224,57,21
2014-08-30,21.64,0.0,57,1
2014-08-31,20.693,,57,0
2014-09-01,21.868,0.9,57,3
2014-09-02,21.079,6.907,57,57
2014-09-03,21.163,35.021,57,57
2014-09-04,22.447,0.941,57,29
2014-09-05,22.642,0.1,57,1
2014-09-06,22.326,1.617,57,6
2014-09-07,22.714,,57,0
2014-09-08,22.902,,57,0
2014-09-09,21.844,0.5,57,1
2014-09-10,20.719,0.075,57,4
2014-09-11,21.211,0.0,57,1
2014-09-12,20.547,3.421,57,14
2014-09-13,21.058,1.3,57,8
2014-09-14,20.433,0.0,57,1
2014-09-15,21.381,0.267,57,18
2014-09-16,20.886,,57,0
2014-09-17,17.449,3.468,57,40
2014-09-18,19.03,0.3,57,7
2014-09-19,18.125,0.0,57,2
2014-09-20,18.63,0.0,57,2
2014-09-21,18.756,1.15,57,4
2014-09-22,19.549,,57,0
2014-09-23,20.144,6.051,57,47
2014-09-24,18.612,59.33,57,57
2014-09-25,19.819,1.65,57,8
2014-09-26,19.646,2.344,57,9
2014-09-27,19.8,2.05,57,2
2014-09-28,20.591,0.407,57,15
2014-09-29,19.56,4.743,57,56
2014-09-30,18.196,2.209,57,23
2014-10-01,17.939,0.075,57,8
2014-10-02,18.247,3.537,57,35
2014-10-03,16.893,0.943,57,14
2014-10-04,16.025,2.086,57,7
2014-10-05,15.791,0.0,57,3
2014-10-06,14.765,0.217,57,6
2014-10-07,14.442,,57,0
2014-10-08,14.949,,57,0
2014-10-09,15.951,,57,0
2014-10-10,17.595,1.1,57,5
2014-10-11,17.988,,57,0
2014-10-12,17.389,1.46,57,25
2014-10-13,15.981,21.561,57,41
2014-10-14,12.36,,57,0
2014-10-15,12.161,,57,0
2014-10-16,12.346,2.182,57,38
2014-10-17,11.388,,57,0
2014-10-18,12.567,,57,0
2014-10-19,14.663,0.073,57,15
2014-10-20,16.039,20.64,57,57
2014-10-21,15.304,46.425,57,57
2014-10-22,12.607,14.634,57,47
2014-10-23,11.896,,57,0
2014-10-24,13.254,,57,0
2014-10-25,13.979,,57,0
2014-10-26,14.972,0.441,57,17
2014-10-27,11.988,0.2,57,1
2014-10-28,9.409,,57,0
2014-10-29,10.616,,57,0
2014-10-30,12.17,0.033,57,3
2014-10-31,12.498,22.969,57,55
2014-11-01,14.74,2.991,57,47
2014-11-02,11.914,2.51,57,49
2014-11-03,8.2,,57,0
2014-11-04,8.721,,57,0
2014-11-05,9.812,,57,0
2014-11-06,11.732,0.517,57,12
2014-11-07,9.825,14.15,57,8
2014-11-08,10.928,0.863,57,24
2014-11-09,10.377,0.075,57,12
2014-11-10,7.933,,57,0
2014-11-11,8.456,1.627,57,11
2014-11-12,8.035,3.089,57,47
2014-11-13,2.116,0.273,57,11
2014-11-14,4.589,0.594,57,18
2014-11-15,5.07,,57,0
2014-11-16,7.072,0.557,57,14
2014-11-17,6.456,0.818,57,34
2014-11-18,4.628,,57,0
2014-11-19,4.125,,57,0
2014-11-20,5.579,,57,0
2014-11-21,7.582,8.0,57,1
2014-11-22,8.665,1.925,57,32
2014-11-23,8.368,0.087,57,8
2014-11-24,9.044,31.528,57,46
2014-11-25,9.744,4.396,57,24
2014-11-26,8.867,0.208,57,12
2014-11-27,7.944,,57,0
2014-11-28,8.761,5.784,57,56
2014-11-29,9.711,0.39,57,10
2014-11-30,9.381,8.475,57,57
2014-12-01,2.091,2.254,57,48
2014-12-02,-3.398,2.038,57,16
2014-12-03,-0.075,3.167,57,42
2014-12-04,-1.154,3.032,57,31
2014-12-05,-3.756,2.665,57,20
2014-12-06,-3.019,0.45,57,12
2014-12-07,-2.207,0.333,57,3
2014-12-08,-0.458,2.009,57,47
2014-12-09,-1.665,,57,0
2014-12-10,2.6,0.563,57,40
2014-12-11,1.953,0.311,57,38
2014-12-12,-0.905,1.618,57,38
2014-12-13,-2.991,1.404,57,27
2014-12-14,-2.272,0.105,57,21
2014-12-15,1.465,3.148,57,44
2014-12-16,-1.818,5.325,57,55
2014-12-17,-6.711,4.246,56,13
2014-12-18,-6.119,0.067,57,3
2014-12-19,-4.474,1.235,57,31
2014-12-20,0.268,2.123,57,52
2014-12-21,-3.9,1.219,56,27
2014-12-22,-3.367,0.716,57,38
2014-12-23,-0.789,0.0,57,1
2014-12-24,2.835,0.346,57,35
2014-12-25,-0.986,,57,0
2014-12-26,-2.947,,57,0
2014-12-27,-1.784,,57,0
2014-12-28,-0.77,0.0,57,1
2014-12-29,2.193,0.171,57,14
2014-12-30,2.863,,57,0
2014-12-31,-0.502,1.068,57,50
2015-01-01,-5.572,0.823,57,22
2015-01-02,-4.536,0.621,56,24
2015-01-03,-3.025,,57,0
2015-01-04,1.863,0.05,57,4
2015-01-05,3.093,4.245,57,53
2015-01-06,1.323,5.175,57,57
2015-01-07,-3.695,,57,0
2015-01-08,-3.496,,57,0
2015-01-09,-1.167,0.033,57,3
2015-01-10,0.277,,57,0
2015-01-11,0.57,0.28,57,30
2015-01-12,-2.286,,57,0
2015-01-13,-0.305,,57,0
2015-01-14,2.135,2.92,57,10
2015-01-15,2.646,1.108,57,12
2015-01-16,1.014,0.608,57,37
2015-01-17,-1.447,0.07,57,10
2015-01-18,-0.596,2.06,57,42
2015-01-19,2.082,0.686,57,44
2015-01-20,-0.151,,57,0
2015-01-21,2.347,4.004,57,46
2015-01-22,2.681,2.589,57,44
2015-01-23,0.916,,57,0
2015-01-24,2.081,,57,0
2015-01-25,2.996,3.665,57,57
2015-01-26,5.225,1.896,57,57
2015-01-27,0.184,3.125,57,4
2015-01-28,-2.54,1.886,57,7
2015-01-29,-0.119,1.482,57,38
2015-01-30,-0.437,0.354,57,37
2015-01-31,-3.353,0.0,57,2
2015-02-01,-2.482,,57,0
2015-02-02,-0.854,,57,0
2015-02-03,0.26,0.133,57,3
2015-02-04,0.412,0.188,57,16
2015-02-05,0.396,1.118,57,11
2015-02-06,0.819,,57,0
2015-02-07,1.714,0.2,57,2
2015-02-08,-5.382,0.044,57,9
2015-02-09,-4.533,0.139,57,28
2015-02-10,2.467,0.0,57,5
2015-02-11,3.656,0.0,57,3
2015-02-12,0.067,0.04,57,5
2015-02-13,-1.209,,57,0
2015-02-14,1.665,0.15,57,2
2015-02-15,5.577,3.446,57,39
2015-02-16,4.593,10.081,57,57
2015-02-17,3.074,0.507,57,44
2015-02-18,1.821,0.612,57,17
2015-02-19,1.814,1.6,57,6
2015-02-20,3.686,,57,0
2015-02-21,5.991,7.472,57,57
2015-02-22,6.026,1.255,57,51
2015-02-23,2.739,,57,0
2015-02-24,2.925,,57,0
2015-02-25,4.842,0.667,57,9
2015-02-26,3.125,0.411,57,28
2015-02-27,-0.723,,57,0
2015-02-28,1.574,2.72,57,30
2015-03-01,2.789,1.068,57,50
2015-03-02,3.107,,57,0
2015-03-03,3.135,3.189,57,53
2015-03-04,-0.335,0.078,57,9
2015-03-05,-0.023,,57,0
2015-03-06,2.572,0.15,57,2
2015-03-07,3.881,,57,0
2015-03-08,6.128,,57,0
2015-03-09,4.237,0.173,57,11
2015-03-10,-2.107,0.3,57,7
2015-03-11,1.875,0.015,57,20
2015-03-12,3.054,0.0,57,1
2015-03-13,4.947,2.163,57,51
2015-03-14,4.311,,57,0
2015-03-15,6.005,,57,0
2015-03-16,8.858,,57,0
2015-03-17,11.325,0.0,57,5
2015-03-18,9.035,29.837,57,57
2015-03-19,11.312,1.025,57,28
2015-03-20,11.947,,57,0
2015-03-21,11.482,,57,0
2015-03-22,9.277,,57,0
2015-03-23,5.139,,57,0
2015-03-24,4.526,,57,0
2015-03-25,5.575,,57,0
2015-03-26,7.898,,57,0
2015-03-27,9.318,,57,0
2015-03-28,10.751,0.0,57,4
2015-03-29,11.73,0.057,57,7
2015-03-30,12.951,,57,0
2015-03-31,12.374,3.459,57,54
2015-04-01,11.267,1.962,57,56
2015-04-02,13.316,8.894,57,53
2015-04-03,12.821,10.657,57,56
2015-04-04,10.758,17.12,57,51
2015-04-05,9.735,3.151,57,55
2015-04-06,10.089,4.114,57,44
2015-04-07,7.261,1.539,57,28
2015-04-08,7.598,0.753,57,17
2015-04-09,8.684,,57,0
2015-04-10,10.149,,57,0
2015-04-11,11.293,,57,0
2015-04-12,11.574,1.206,57,17
2015-04-13,10.065,6.452,57,56
2015-04-14,8.214,11.121,57,57
2015-04-15,11.554,1.605,57,43
2015-04-16,11.16,3.293,57,55
2015-04-17,9.161,,57,0
2015-04-18,13.486,3.353,57,38
2015-04-19,13.93,16.021,57,57
2015-04-20,11.112,11.4,57,57
2015-04-21,12.446,,57,0
2015-04-22,13.542,0.014,57,7
2015-04-23,14.163,,57,0
2015-04-24,15.363,,57,0
2015-04-25,15.377,,57,0
2015-04-26,17.896,,57,0
2015-04-27,18.461,,57,0
2015-04-28,17.377,6.131,57,36
2015-04-29,15.621,20.534,57,53
2015-04-30,17.851,0.5,57,8
2015-05-01,19.254,,57,0
2015-05-02,19.868,1.427,57,30
2015-05-03,17.547,11.068,57,57
2015-05-04,16.284,0.275,57,8
2015-05-05,13.916,,57,0
2015-05-06,14.784,,57,0
2015-05-07,16.119,0.0,57,1
2015-05-08,16.691,0.05,57,10
2015-05-09,17.451,0.511,57,28
2015-05-10,16.532,,57,0
2015-05-11,16.723,20.263,57,57
2015-05-12,15.5,10.93,57,57
2015-05-13,17.209,0.0,57,1
2015-05-14,20.602,0.25,57,2
2015-05-15,19.207,1.017,57,23
2015-05-16,17.846,0.309,57,11
2015-05-17,17.763,,57,0
2015-05-18,16.286,8.487,57,23
2015-05-19,17.521,1.694,57,33
2015-05-20,16.265,0.283,57,12
2015-05-21,18.33,,57,0
2015-05-22,20.382,,57,0
2015-05-23,19.94,0.0,57,1
2015-05-24,19.932,,57,0
2015-05-25,19.93,,57,0
2015-05-26,21.667,,57,0
2015-05-27,21.444,,57,0
2015-05-28,21.719,,57,0
2015-05-29,22.368,0.0,57,11
2015-05-30,18.765,2.419,57,57
2015-05-31,20.175,,57,0
2015-06-01,21.656,,57,0
2015-06-02,21.663,0.233,57,12
2015-06-03,21.36,0.25,57,2
2015-06-04,21.318,,57,0
2015-06-05,16.57,3.202,57,56
2015-06-06,18.918,,57,0
2015-06-07,20.877,,57,0
2015-06-08,20.047,2.077,57,26
2015-06-09,21.519,,57,0
2015-06-10,23.6,,57,0
2015-06-11,21.719,1.841,57,44
2015-06-12,23.137,1.346,57,24
2015-06-13,22.519,3.222,57,23
2015-06-14,21.504,7.662,57,42
2015-06-15,22.865,0.567,57,9
2015-06-16,22.418,2.356,57,27
2015-06-17,21.305,6.333,57,21
2015-06-18,22.361,1.267,57,18
2015-06-19,22.149,5.068,57,22
2015-06-20,19.116,13.631,57,55
2015-06-21,21.061,0.654,57,24
2015-06-22,22.202,6.35,57,12
2015-06-23,22.972,0.817,57,6
2015-06-24,22.525,12.529,57,14
2015-06-25,21.665,12.718,57,57
2015-06-26,20.681,33.518,57,57
2015-06-27,21.489,2.786,57,21
2015-06-28,22.154,0.0,57,3
2015-06-29,23.674,1.213,57,8
2015-06-30,21.319,9.389,57,53
2015-07-01,22.375,1.05,57,48
2015-07-02,22.237,0.923,57,13
2015-07-03,21.868,1.754,57,13
2015-07-04,20.933,0.05,57,4
2015-07-05,21.681,2.363,57,19
2015-07-06,22.126,1.853,57,15
2015-07-07,19.949,14.822,57,49
2015-07-08,20.728,22.965,57,57
2015-07-09,22.489,23.442,57,45
2015-07-10,24.905,0.1,57,2
2015-07-11,25.946,5.698,57,53
2015-07-12,24.167,35.472,57,57
2015-07-13,23.751,4.736,57,50
2015-07-14,25.23,1.029,57,7
2015-07-15,24.767,4.646,57,13
2015-07-16,22.458,1.238,57,8
2015-07-17,21.237,0.968,57,22
2015-07-18,22.896,0.286,57,22
2015-07-19,23.861,1.985,57,40
2015-07-20,24.263,3.505,57,43
2015-07-21,24.57,4.093,57,55
2015-07-22,25.774,3.866,57,44
2015-07-23,25.782,16.107,57,55
2015-07-24,25.374,22.465,57,52
2015-07-25,26.284,20.803,57,29
2015-07-26,26.925,13.686,57,14
2015-07-27,26.328,3.268,57,37
2015-07-28,27.188,1.303,57,29
2015-07-29,26.86,12.173,57,44
2015-07-30,28.482,,57,0
2015-07-31,28.204,2.025,57,4
2015-08-01,27.461,12.445,57,11
2015-08-02,24.516,8.519,57,37
2015-08-03,27.918,0.133,57,6
2015-08-04,27.786,,57,0
2015-08-05,27.823,1.214,57,7
2015-08-06,28.253,1.0,57,1
2015-08-07,28.377,11.922,57,9
2015-08-08,26.809,10.613,57,45
2015-08-09,26.518,,57,0
2015-08-10,26.126,,57,0
2015-08-11,24.911,8.041,57,34
2015-08-12,23.565,7.726,57,35
2015-08-13,24.426,9.784,57,38
2015-08-14,24.76,4.5,57,19
2015-08-15,25.681,0.533,57,3
2015-08-16,24.526,7.188,57,52
2015-08-17,24.777,2.133,57,30
2015-08-18,24.905,0.343,57,7
2015-08-19,24.679,0.044,57,25
2015-08-20,23.742,4.739,57,51
2015-08-21,23.318,21.639,57,56
2015-08-22,24.091,0.337,57,19
2015-08-23,24.609,0.6,57,13
2015-08-24,24.393,4.857,57,46
2015-08-25,21.184,30.432,57,57
2015-08-26,21.858,1.409,57,22
2015-08-27,22.942,2.55,57,30
2015-08-28,22.579,4.655,57,29
2015-08-29,22.589,0.0,57,1
2015-08-30,22.947,3.52,57,10
2015-08-31,23.654,4.6,57,18
2015-09-01,21.263,6.922,57,40
2015-09-02,22.389,10.995,57,56
2015-09-03,22.57,2.008,57,39
2015-09-04,23.009,0.45,57,4
2015-09-05,21.481,7.938,57,56
2015-09-06,20.416,8.651,57,45
2015-09-07,20.314,0.513,57,8
2015-09-08,19.553,,57,0
2015-09-09,19.965,0.0,57,1
2015-09-10,20.207,0.0,57,1
2015-09-11,20.607,1.906,57,47
2015-09-12,18.412,5.678,57,51
2015-09-13,18.13,0.667,57,3
2015-09-14,18.689,,57,0
2015-09-15,18.782,,57,0
2015-09-16,18.514,10.207,57,15
2015-09-17,19.002,11.94,57,20
2015-09-18,19.751,0.35,57,2
2015-09-19,19.793,,57,0
2015-09-20,19.788,,57,0
2015-09-21,20.256,,57,0
2015-09-22,20.272,,57,0
2015-09-23,18.595,12.29,57,31
2015-09-24,20.237,3.138,57,24
2015-09-25,20.24,0.025,57,4
2015-09-26,19.677,0.0,57,1
2015-09-27,19.326,,57,0
2015-09-28,20.07,0.0,57,7
2015-09-29,20.24,,57,0
2015-09-30,19.011,1.607,57,15
2015-10-01,17.672,38.977,57,57
2015-10-02,15.428,0.5,57,1
2015-10-03,17.898,,57,0
2015-10-04,15.928,,57,0
2015-10-05,16.219,,57,0
2015-10-06,16.393,,57,0
2015-10-07,16.904,,57,0
2015-10-08,17.223,0.5,57,9
2015-10-09,15.607,1.08,57,20
2015-10-10,13.216,5.556,57,54
2015-10-11,12.095,2.856,57,50
2015-10-12,12.882,1.021,57,29
2015-10-13,13.86,0.0,57,3
2015-10-14,15.012,,57,0
2015-10-15,15.244,,57,0
2015-10-16,15.474,,57,0
2015-10-17,15.774,,57,0
2015-10-18,15.839,0.25,57,2
2015-10-19,16.047,0.82,57,5
2015-10-20,16.502,0.0,57,1
2015-10-21,16.521,2.6,57,4
2015-10-22,15.909,2.15,57,8
2015-10-23,16.005,0.0,57,1
2015-10-24,15.847,1.978,57,37
2015-10-25,14.244,,57,0
2015-10-26,14.014,1.306,57,17
2015-10-27,12.993,16.642,57,57
2015-10-28,10.863,0.0,57,1
2015-10-29,9.926,0.967,57,30
2015-10-30,7.4,0.077,57,13
2015-10-31,5.591,,57,0
2015-11-01,6.114,0.779,57,14
2015-11-02,9.618,0.432,57,22
2015-11-03,10.179,,57,0
2015-11-04,10.289,,57,0
2015-11-05,12.288,0.0,57,1
2015-11-06,12.851,2.727,57,56
2015-11-07,12.711,29.425,57,57
2015-11-08,13.181,14.228,57,57
2015-11-09,12.384,3.477,57,56
2015-11-10,10.854,1.117,57,12
2015-11-11,11.109,8.409,57,11
2015-11-12,13.144,1.833,57,18
2015-11-13,11.73,24.349,57,57
2015-11-14,13.514,5.505,57,55
2015-11-15,13.233,0.183,57,6
2015-11-16,12.121,11.342,57,57
2015-11-17,13.909,0.744,57,43
2015-11-18,11.188,7.57,57,57
2015-11-19,9.877,0.826,57,47
2015-11-20,10.612,0.236,57,22
2015-11-21,9.123,0.469,57,16
2015-11-22,11.007,7.355,57,31
2015-11-23,10.367,6.842,57,57
2015-11-24,8.065,4.045,57,33
2015-11-25,5.158,8.223,57,57
2015-11-26,0.454,5.288,57,43
2015-11-27,0.323,1.574,57,19
2015-11-28,2.561,0.138,57,13
2015-11-29,4.639,1.54,57,30
2015-11-30,5.875,0.304,57,45
2015-12-01,4.161,,57,0
2015-12-02,6.812,6.727,57,55
2015-12-03,2.307,3.872,57,54
2015-12-04,1.989,1.46,57,25
2015-12-05,4.884,0.033,57,3
2015-12-06,2.656,,57,0
2015-12-07,3.067,0.075,57,4
2015-12-08,4.167,0.422,57,9
2015-12-09,5.525,0.0,57,1
2015-12-10,8.112,13.68,57,54
2015-12-11,7.086,5.221,57,38
2015-12-12,4.888,,57,0
2015-12-13,5.886,,57,0
2015-12-14,6.349,3.949,57,57
2015-12-15,6.816,0.657,57,53
2015-12-16,1.268,3.956,57,36
2015-12-17,-2.64,1.12,57,10
2015-12-18,-1.175,0.067,57,3
2015-12-19,0.916,,57,0
2015-12-20,1.428,1.085,57,27
2015-12-21,3.693,1.577,57,56
2015-12-22,3.577,0.219,57,26
2015-12-23,5.788,1.595,57,55
2015-12-24,3.704,0.0,57,1
2015-12-25,0.919,0.143,57,7
2015-12-26,1.596,0.339,57,31
2015-12-27,-1.328,0.0,57,1
2015-12-28,-3.168,0.0,57,2
2015-12-29,-2.177,,57,0
2015-12-30,0.212,1.71,57,39
2015-12-31,1.561,0.641,57,27
2016-01-01,1.042,0.0,57,1
2016-01-02,4.76,,57,0
2016-01-03,5.426,,57,0
2016-01-04,4.777,,57,0
2016-01-05,0.067,1.171,57,7
2016-01-06,-0.007,,57,0
2016-01-07,-0.27,0.0,57,2
2016-01-08,-1.186,0.158,57,12
2016-01-09,0.191,0.011,57,9
2016-01-10,1.177,0.0,57,6
2016-01-11,-1.361,,57,0
2016-01-12,-2.775,0.056,57,9
2016-01-13,-1.882,1.168,57,38
2016-01-14,-1.812,0.135,57,34
2016-01-15,-0.865,0.275,57,16
2016-01-16,0.035,0.1,57,7
2016-01-17,1.519,3.895,57,42
2016-01-18,-2.496,0.983,57,48
2016-01-19,-8.275,2.605,57,19
2016-01-20,-7.782,0.118,55,11
2016-01-21,-5.453,0.0,57,1
2016-01-22,-4.911,,57,0
2016-01-23,-7.505,2.832,56,22
2016-01-24,-11.519,3.604,57,25
2016-01-25,-7.525,0.813,57,15
2016-01-26,-2.439,0.166,57,29
2016-01-27,-0.377,,57,0
2016-01-28,-0.418,8.626,57,38
2016-01-29,1.935,8.742,57,45
2016-01-30,1.893,1.421,57,19
2016-01-31,-0.963,,57,0
2016-02-01,-3.423,0.3,57,1
2016-02-02,-4.133,0.1,57,1
2016-02-03,-2.549,,57,0
2016-02-04,-0.191,0.0,57,1
2016-02-05,-0.881,0.0,57,1
2016-02-06,-1.839,1.871,57,17
2016-02-07,-2.528,0.05,57,2
2016-02-08,1.132,0.827,57,15
2016-02-09,2.14,0.375,57,8
2016-02-10,1.742,,57,0
2016-02-11,6.253,0.552,57,21
2016-02-12,9.223,21.36,57,57
2016-02-13,11.646,12.137,57,57
2016-02-14,0.832,1.036,57,44
2016-02-15,-3.567,0.331,57,29
2016-02-16,-0.739,0.844,57,39
2016-02-17,0.619,0.25,57,12
2016-02-18,3.218,0.375,57,8
2016-02-19,4.011,0.067,57,3
2016-02-20,3.098,0.214,57,7
2016-02-21,0.532,,57,0
2016-02-22,2.354,0.089,57,9
2016-02-23,2.977,0.293,57,29
2016-02-24,-1.309,1.94,57,15
2016-02-25,-0.072,0.017,57,12
2016-02-26,2.398,1.369,57,39
2016-02-27,4.646,1.926,57,47
2016-02-28,3.339,6.395,57,57
2016-02-29,-2.326,0.484,57,38
2016-03-01,-2.044,,57,0
2016-03-02,2.795,,57,0
2016-03-03,6.825,0.12,57,5
2016-03-04,8.874,11.127,57,48
2016-03-05,11.44,27.853,57,57
2016-03-06,10.219,4.813,57,38
2016-03-07,8.533,0.025,57,12
2016-03-08,5.598,3.248,57,21
2016-03-09,2.898,5.288,57,17
2016-03-10,1.035,1.067,57,3
2016-03-11,0.281,0.029,57,7
2016-03-12,2.104,0.0,57,2
2016-03-13,3.895,0.347,57,15
2016-03-14,1.939,0.386,57,7
2016-03-15,5.384,,57,0
2016-03-16,8.418,,57,0
2016-03-17,9.832,0.0,57,2
2016-03-18,10.884,12.533,57,43
2016-03-19,10.012,,57,0
2016-03-20,7.979,0.0,57,2
2016-03-21,8.365,,57,0
